Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2022-12-12 00:00:00-03:00,19.70849884148387,19.800776256517768,19.139467980622793,19.339397430419922,1079082,0.0,0.0,ALUP11.SA
2022-12-13 00:00:00-03:00,19.393229365211617,19.52395242675362,18.931852107024348,18.954919815063477,738698,0.0,0.0,ALUP11.SA
2022-12-14 00:00:00-03:00,18.84726500350666,19.254813736078894,18.70885051433498,19.224056243896484,853434,0.0,0.0,ALUP11.SA
2022-12-15 00:00:00-03:00,18.993366991650348,19.36246843416759,18.993366991650348,19.216365814208984,366818,0.0,0.0,ALUP11.SA
2022-12-16 00:00:00-03:00,19.18560335286897,20.216012949306343,18.970294352814438,19.908428192138672,1958725,0.0,0.0,ALUP11.SA
2022-12-19 00:00:00-03:00,20.377499982704013,20.41594891144764,20.039157658832966,20.085294723510742,1287744,0.0,0.0,ALUP11.SA
2022-12-20 00:00:00-03:00,19.962257830638876,21.0849433417154,19.9545680456493,20.700462341308594,852309,0.0,0.0,ALUP11.SA
2022-12-21 00:00:00-03:00,20.715841624278795,21.10801408528892,20.585118570485104,20.908082962036133,821488,0.0,0.0,ALUP11.SA
2022-12-22 00:00:00-03:00,20.831185026741196,21.261804729648524,20.831185026741196,21.16952896118164,415637,0.0,0.0,ALUP11.SA
2022-12-23 00:00:00-03:00,21.207975831192716,21.638595525887673,21.15414898803623,21.592456817626953,637910,0.0,0.0,ALUP11.SA
2022-12-26 00:00:00-03:00,21.60014773982727,21.75394014249986,21.438665552039605,21.70011329650879,223735,0.0,0.0,ALUP11.SA
2022-12-27 00:00:00-03:00,21.592454424037967,21.592454424037967,21.015733833225017,21.20797348022461,625311,0.0,0.0,ALUP11.SA
2022-12-28 00:00:00-03:00,21.207976285431723,22.076903828328366,21.084943027063346,22.00000762939453,823850,0.0,0.0,ALUP11.SA
2022-12-29 00:00:00-03:00,22.046146248746286,22.184559076299905,21.677043175517454,21.807767868041992,460181,0.0,0.0,ALUP11.SA
2023-01-02 00:00:00-03:00,21.47711638661778,21.71549479693011,20.91577357202329,21.346391677856445,595165,0.0,0.0,ALUP11.SA
2023-01-03 00:00:00-03:00,21.231043819002583,21.600145212263115,21.031114378848947,21.077251434326172,918676,0.0,0.0,ALUP11.SA
2023-01-04 00:00:00-03:00,21.084943550013424,21.177219320985532,20.585117419639587,20.654325485229492,872669,0.0,0.0,ALUP11.SA
2023-01-05 00:00:00-03:00,21.008047103881836,21.03880624378487,20.59280696426292,21.008047103881836,1208891,0.0,0.0,ALUP11.SA
2023-01-06 00:00:00-03:00,20.88501305456176,21.115701645672548,20.685081952377132,20.761978149414062,864008,0.0,0.0,ALUP11.SA
2023-01-09 00:00:00-03:00,20.838874811597968,21.27718429936207,20.654324924478587,21.16952896118164,624299,0.0,0.0,ALUP11.SA
2023-01-10 00:00:00-03:00,21.13107837061444,21.71549042494485,20.977285985235003,21.577075958251953,1107878,0.0,0.0,ALUP11.SA
2023-01-11 00:00:00-03:00,21.86928635912378,22.046148125954335,21.63859774362004,21.76163101196289,906190,0.0,0.0,ALUP11.SA
2023-01-12 00:00:00-03:00,21.684733022055152,22.230696198793844,21.684733022055152,21.976938247680664,484253,0.0,0.0,ALUP11.SA
2023-01-13 00:00:00-03:00,21.80776863830538,21.9231121154026,21.630906880287565,21.70011329650879,386728,0.0,0.0,ALUP11.SA
2023-01-16 00:00:00-03:00,21.630905768780686,22.01538675570556,21.561699356115646,21.61552619934082,367043,0.0,0.0,ALUP11.SA
2023-01-17 00:00:00-03:00,21.669357609619283,21.86159896850586,21.461738327866133,21.86159896850586,897753,0.0,0.0,ALUP11.SA
2023-01-18 00:00:00-03:00,22.0922834866026,22.24607588508652,21.853905103971087,22.19224739074707,517549,0.0,0.0,ALUP11.SA
2023-01-19 00:00:00-03:00,21.853904107037778,22.230695301153446,21.76162834219399,21.86928367614746,573568,0.0,0.0,ALUP11.SA
